State,County,Preventable Hospital Stays,PCP Number,PCP Rate,MHP Number,MHP Rate,Smoking %,Obesity %,Physical Inactivy %,Mammogram %,Flu Vaccine %,Income 80%,Income 20%,Life Expectancy
Missouri,Chariton,3848.0,1.0,13.0,4.0,54.0,23,37,29,34.0,36.0,89843.0,19579.0,80.123239144
Missouri,Christian,3723.0,37.0,43.0,94.0,106.0,20,34,24,47.0,54.0,106370.0,27479.0,79.221989728
Missouri,Clark,7184.0,2.0,29.0,2.0,29.0,25,31,30,36.0,50.0,87150.0,20878.0,79.523186935
Missouri,Clay,4652.0,164.0,67.0,323.0,129.0,19,33,24,46.0,56.0,124091.0,33608.0,79.606962583
Missouri,Clinton,5434.0,11.0,54.0,10.0,49.0,23,34,31,42.0,47.0,107160.0,31018.0,77.360181652
Missouri,Cole,3974.0,51.0,66.0,152.0,198.0,20,41,20,58.0,61.0,109077.0,27902.0,79.109276208
Missouri,Cooper,3736.0,7.0,40.0,23.0,130.0,22,34,27,43.0,45.0,94056.0,22578.0,78.173371975
Missouri,Dade,2083.0,6.0,79.0,5.0,66.0,26,36,28,38.0,44.0,81347.0,20227.0,74.301106621
Missouri,Dallas,5658.0,1.0,6.0,4.0,24.0,26,31,25,38.0,26.0,84629.0,20249.0,75.704502102
Missouri,Daviess,5212.0,1.0,12.0,2.0,24.0,25,41,33,34.0,38.0,86667.0,22760.0,79.698331911
Missouri,Dent,6400.0,4.0,26.0,20.0,128.0,27,25,28,39.0,28.0,82599.0,16279.0,76.379268388
Missouri,Douglas,5425.0,2.0,15.0,8.0,61.0,28,30,30,33.0,38.0,72877.0,16989.0,76.225357658
Missouri,Dunklin,6570.0,11.0,37.0,61.0,209.0,30,42,43,32.0,36.0,73101.0,14106.0,72.545827071
Missouri,Franklin,3975.0,67.0,65.0,132.0,127.0,22,37,35,46.0,51.0,105998.0,27259.0,77.031980284
Missouri,Gasconade,5042.0,6.0,41.0,10.0,68.0,22,31,24,47.0,44.0,98024.0,25184.0,76.614082199
Missouri,Gentry,6321.0,2.0,30.0,3.0,46.0,24,31,32,41.0,44.0,89468.0,21406.0,76.181540918
Missouri,Greene,4280.0,281.0,96.0,1118.0,381.0,21,31,24,47.0,55.0,91415.0,20517.0,77.181072606
Missouri,Grundy,3026.0,2.0,20.0,19.0,193.0,23,32,30,46.0,48.0,85337.0,18663.0,77.628278629
Missouri,Harrison,3623.0,3.0,36.0,8.0,96.0,26,36,36,43.0,38.0,80210.0,19938.0,78.407414062
Missouri,Henry,4889.0,17.0,78.0,65.0,298.0,25,32,29,41.0,37.0,86661.0,20050.0,75.682609862
Missouri,Hickory,2950.0,1.0,11.0,6.0,63.0,27,30,25,41.0,26.0,64889.0,15972.0,75.573039196
Missouri,Holt,4640.0,1.0,23.0,1.0,23.0,23,31,29,45.0,40.0,91273.0,24020.0,80.394489109
Missouri,Howard,2867.0,5.0,49.0,6.0,60.0,23,33,22,36.0,45.0,98818.0,24382.0,77.510818039
Missouri,Howell,3944.0,38.0,95.0,98.0,244.0,26,35,32,33.0,37.0,77324.0,15882.0,75.23362551
Missouri,Iron,3699.0,1.0,10.0,11.0,109.0,27,38,29,34.0,36.0,74902.0,16046.0,74.219147254
Missouri,Jackson,4936.0,580.0,83.0,1727.0,246.0,21,32,23,45.0,51.0,108296.0,23275.0,77.217546372
Missouri,Jefferson,5223.0,52.0,23.0,193.0,86.0,21,33,23,43.0,53.0,114220.0,30950.0,76.013619012
Missouri,Johnson,4006.0,21.0,39.0,81.0,150.0,20,33,29,39.0,44.0,100100.0,25836.0,78.844177632
Missouri,Knox,4519.0,1.0,25.0,2.0,51.0,24,34,37,46.0,41.0,77000.0,16284.0,79.126907641
Missouri,Laclede,4862.0,20.0,56.0,54.0,151.0,25,34,30,38.0,31.0,82790.0,21370.0,74.510796218
Missouri,Lafayette,4972.0,9.0,28.0,50.0,153.0,22,34,28,43.0,42.0,106611.0,25554.0,76.715061783
Missouri,Lawrence,4912.0,21.0,55.0,51.0,133.0,26,31,29,41.0,39.0,85598.0,21135.0,75.201586912
Missouri,Lewis,5793.0,2.0,20.0,6.0,61.0,24,40,26,40.0,30.0,88349.0,20633.0,75.367735187
Missouri,Lincoln,5592.0,6.0,10.0,45.0,76.0,24,36,27,36.0,43.0,113345.0,27084.0,76.73754232
Missouri,Linn,4274.0,4.0,33.0,3.0,25.0,24,29,32,35.0,40.0,87380.0,20701.0,75.129652063
Missouri,Livingston,4380.0,12.0,79.0,11.0,72.0,23,37,27,38.0,51.0,87065.0,20391.0,78.489520676
Missouri,McDonald,4463.0,3.0,13.0,3.0,13.0,28,34,22,35.0,34.0,82573.0,21019.0,74.733918529
Missouri,Macon,4272.0,5.0,33.0,10.0,66.0,24,35,32,44.0,43.0,80534.0,21821.0,76.879861081
Missouri,Madison,5645.0,3.0,25.0,19.0,157.0,25,34,30,38.0,35.0,89000.0,19729.0,75.192225895
Missouri,Marion,8075.0,26.0,91.0,86.0,301.0,24,36,33,50.0,22.0,87964.0,19496.0,76.558134136
Missouri,Mercer,4383.0,1.0,27.0,1.0,28.0,23,23,27,39.0,31.0,91567.0,20095.0,78.657132964
Missouri,Miller,4002.0,7.0,28.0,9.0,35.0,25,38,32,45.0,46.0,87168.0,21861.0,77.200549883
Missouri,Mississippi,6472.0,2.0,15.0,3.0,23.0,29,39,42,36.0,49.0,73408.0,14108.0,72.192795343
Missouri,Moniteau,4003.0,2.0,12.0,5.0,31.0,23,37,28,47.0,53.0,98467.0,25101.0,78.196569825
Missouri,Monroe,4907.0,3.0,35.0,2.0,23.0,25,38,28,48.0,38.0,82341.0,22364.0,78.716580485
Missouri,Montgomery,2609.0,2.0,17.0,5.0,43.0,26,19,26,47.0,36.0,84245.0,20516.0,74.451157538
Missouri,Morgan,3812.0,4.0,20.0,9.0,44.0,28,27,28,43.0,41.0,81327.0,16091.0,75.705829157
Missouri,New Madrid,6983.0,1.0,6.0,4.0,23.0,28,34,42,38.0,39.0,79219.0,15633.0,72.752358328
Missouri,Nodaway,2914.0,11.0,49.0,25.0,113.0,22,36,24,43.0,37.0,89030.0,19918.0,79.754706933
Missouri,Osage,4011.0,3.0,22.0,1.0,7.0,21,23,24,57.0,61.0,102626.0,30315.0,78.375570576
Missouri,Ozark,4541.0,2.0,22.0,1.0,11.0,29,28,34,35.0,37.0,65083.0,14364.0,76.657813339
Missouri,Pemiscot,6859.0,5.0,31.0,24.0,152.0,28,35,35,28.0,30.0,75882.0,14648.0,71.545766565
Missouri,Perry,6172.0,9.0,47.0,13.0,68.0,23,35,20,44.0,40.0,96421.0,25268.0,78.693385137
Missouri,Pettis,5887.0,22.0,52.0,55.0,130.0,24,41,29,41.0,49.0,87920.0,21481.0,77.196113941
Missouri,Phelps,4346.0,38.0,85.0,147.0,330.0,22,35,25,40.0,41.0,93875.0,16613.0,76.404271179
Missouri,Pike,5185.0,6.0,32.0,9.0,49.0,24,41,28,38.0,32.0,87714.0,21483.0,76.535591039
Missouri,Platte,4168.0,82.0,80.0,111.0,106.0,16,27,23,50.0,57.0,144541.0,35850.0,80.247207836
Missouri,Polk,3742.0,24.0,75.0,61.0,190.0,24,37,24,42.0,28.0,86365.0,20597.0,76.505371961
Missouri,Pulaski,3960.0,19.0,37.0,114.0,217.0,21,33,25,32.0,21.0,94845.0,25880.0,76.425741916
Missouri,Putnam,5858.0,2.0,42.0,3.0,64.0,24,31,35,39.0,46.0,79069.0,21671.0,75.610655035
Missouri,Ralls,5528.0,2.0,20.0,5.0,49.0,23,26,26,53.0,32.0,98449.0,23950.0,80.849483033
Missouri,Randolph,4796.0,9.0,36.0,23.0,93.0,24,39,33,38.0,44.0,86780.0,19598.0,75.329694286
Missouri,Ray,6314.0,8.0,35.0,10.0,43.0,23,32,27,38.0,47.0,110364.0,27281.0,76.388620668
Missouri,Reynolds,5090.0,3.0,48.0,11.0,175.0,28,32,27,35.0,30.0,80759.0,17000.0,75.117951135
Missouri,Ripley,7384.0,4.0,30.0,8.0,60.0,29,34,34,34.0,27.0,69568.0,15515.0,72.512257946
Missouri,St. Charles,3808.0,181.0,45.0,670.0,167.0,17,32,20,47.0,57.0,145858.0,41288.0,80.185647455
Missouri,St. Clair,4130.0,3.0,32.0,2.0,21.0,26,36,27,39.0,24.0,76449.0,18398.0,79.025520302
Missouri,Ste. Genevieve,5093.0,7.0,39.0,17.0,95.0,23,30,22,40.0,40.0,117026.0,27107.0,79.025524996
Missouri,St. Francois,3696.0,45.0,67.0,183.0,272.0,26,41,32,39.0,46.0,88421.0,20433.0,74.776600102
Missouri,St. Louis,4600.0,1226.0,123.0,3008.0,303.0,16,29,22,48.0,55.0,138033.0,29978.0,78.033555152
Missouri,Saline,4610.0,13.0,57.0,34.0,149.0,24,37,32,48.0,52.0,82805.0,20911.0,77.389188321
Missouri,Scotland,3944.0,6.0,121.0,2.0,41.0,28,30,38,34.0,47.0,93964.0,19027.0,79.922826067
Missouri,Scott,5203.0,19.0,49.0,62.0,162.0,26,37,36,41.0,48.0,88092.0,17676.0,75.726259371
Missouri,Stoddard,6169.0,14.0,48.0,15.0,52.0,26,39,35,40.0,34.0,81808.0,17467.0,75.87445606
Missouri,Stone,3352.0,11.0,35.0,13.0,41.0,24,28,29,44.0,41.0,95012.0,22362.0,76.934526854
Missouri,Taney,3793.0,42.0,75.0,43.0,77.0,23,29,33,36.0,42.0,85223.0,21524.0,77.393911015
Missouri,Texas,5607.0,11.0,43.0,9.0,35.0,27,38,35,33.0,34.0,74536.0,14287.0,77.08575796
Missouri,Vernon,4405.0,7.0,34.0,84.0,409.0,24,30,28,34.0,35.0,85725.0,22116.0,76.276928474
Missouri,Warren,3915.0,5.0,14.0,19.0,53.0,23,32,25,37.0,52.0,110019.0,28177.0,78.64238391
Missouri,Washington,7143.0,8.0,32.0,18.0,73.0,28,31,35,35.0,35.0,79943.0,17056.0,73.758964923
Missouri,Wayne,6290.0,4.0,30.0,8.0,62.0,31,33,29,38.0,16.0,67703.0,13412.0,74.848498907
Missouri,Webster,4600.0,9.0,23.0,23.0,58.0,26,33,26,36.0,45.0,94897.0,23150.0,77.186317171
Missouri,Wright,3972.0,3.0,16.0,21.0,115.0,29,29,26,33.0,34.0,69107.0,17087.0,73.117635992
Missouri,St. Louis City,5718.0,279.0,92.0,1159.0,386.0,24,35,29,36.0,43.0,94375.0,15930.0,74.025974088
Montana,Beaverhead,709.0,14.0,149.0,19.0,201.0,19,27,20,50.0,56.0,92400.0,18194.0,82.039744751
Montana,Big Horn,6994.0,7.0,52.0,12.0,90.0,29,39,25,32.0,41.0,98326.0,21423.0,68.232581764
Montana,Blaine,4491.0,4.0,59.0,14.0,210.0,28,39,27,30.0,28.0,77000.0,16434.0,73.930527712
Montana,Broadwater,3054.0,2.0,33.0,5.0,80.0,19,29,23,40.0,46.0,101870.0,26763.0,80.403931876
Montana,Carbon,2456.0,5.0,47.0,10.0,93.0,18,24,22,46.0,50.0,102391.0,26996.0,81.984462523
Montana,Cascade,3377.0,62.0,76.0,275.0,338.0,21,31,24,52.0,44.0,99084.0,22687.0,77.730709609
Montana,Custer,2473.0,10.0,86.0,42.0,368.0,19,30,23,40.0,39.0,103023.0,23225.0,78.337396248
Montana,Dawson,2443.0,5.0,58.0,19.0,221.0,19,38,28,39.0,40.0,106261.0,25765.0,80.834489627
Montana,Deer Lodge,5466.0,12.0,131.0,47.0,514.0,24,26,31,42.0,50.0,84284.0,17103.0,77.00961245
Montana,Fergus,2758.0,9.0,81.0,26.0,235.0,20,33,27,45.0,48.0,92377.0,23464.0,78.531141394
Montana,Flathead,2227.0,91.0,89.0,312.0,301.0,19,25,20,42.0,44.0,104708.0,26214.0,79.782419973
Montana,Gallatin,2131.0,92.0,82.0,386.0,337.0,15,19,13,42.0,50.0,126224.0,29333.0,82.64172986
Montana,Glacier,4346.0,12.0,87.0,28.0,204.0,34,38,31,20.0,24.0,70758.0,13330.0,70.944702296
Montana,Hill,3115.0,10.0,61.0,58.0,352.0,24,39,28,45.0,32.0,93308.0,20381.0,77.607278401
Montana,Jefferson,2612.0,10.0,83.0,10.0,82.0,17,27,22,40.0,46.0,126482.0,29946.0,78.822446018
Montana,Judith Basin,1746.0,0.0,0.0,1.0,50.0,19,35,22,47.0,36.0,89750.0,19827.0,83.969499651
Montana,Lake,4205.0,23.0,76.0,76.0,250.0,23,31,23,43.0,36.0,95043.0,20438.0,77.405163702
Montana,Lewis and Clark,3212.0,65.0,95.0,337.0,485.0,17,27,20,45.0,50.0,118928.0,28762.0,79.239180727
Montana,Lincoln,2382.0,14.0,71.0,44.0,220.0,22,27,21,33.0,22.0,87269.0,17482.0,79.459105577
Montana,Madison,3144.0,6.0,68.0,6.0,70.0,18,23,22,35.0,26.0,98602.0,25929.0,81.949905812
Montana,Meagher,5185.0,2.0,107.0,2.0,107.0,21,29,23,35.0,15.0,94158.0,24833.0,82.411303822
Montana,Mineral,3422.0,2.0,46.0,8.0,182.0,23,31,25,39.0,29.0,76762.0,17311.0,78.679010628
Montana,Missoula,2717.0,121.0,102.0,584.0,488.0,17,21,18,47.0,53.0,104196.0,22390.0,79.835215645
Montana,Park,4136.0,20.0,120.0,47.0,283.0,19,21,24,33.0,31.0,100669.0,25485.0,80.709233865
Montana,Phillips,6451.0,1.0,25.0,4.0,101.0,22,36,34,33.0,42.0,78977.0,21348.0,77.15770279
Montana,Pondera,3036.0,3.0,50.0,8.0,135.0,22,32,24,33.0,39.0,98000.0,23923.0,77.359267488
Montana,Powell,2376.0,3.0,43.0,7.0,102.0,23,27,29,40.0,32.0,96180.0,22533.0,78.082706603
Montana,Ravalli,2800.0,25.0,58.0,88.0,201.0,20,29,23,41.0,38.0,99721.0,22844.0,79.590273957
Montana,Richland,808.0,5.0,46.0,14.0,130.0,19,35,29,47.0,50.0,123636.0,30673.0,78.277931167
Montana,Roosevelt,4078.0,3.0,27.0,22.0,200.0,31,39,30,36.0,33.0,96333.0,14047.0,67.667589719
Montana,Rosebud,4878.0,6.0,66.0,20.0,224.0,25,34,25,34.0,27.0,101632.0,23423.0,72.087592892
Montana,Sanders,3580.0,9.0,76.0,36.0,297.0,25,25,30,34.0,22.0,81167.0,18087.0,78.262583555
Montana,Sheridan,2591.0,2.0,58.0,5.0,151.0,19,36,31,38.0,50.0,110900.0,25050.0,80.33175821
Montana,Silver Bow,3164.0,25.0,71.0,202.0,579.0,22,27,23,43.0,45.0,94525.0,16732.0,76.521215637
Montana,Stillwater,3052.0,2.0,21.0,5.0,52.0,18,29,22,45.0,36.0,119696.0,32140.0,82.068219826
Montana,Sweet Grass,4098.0,2.0,54.0,3.0,80.0,19,28,26,43.0,21.0,94800.0,25277.0,86.191937075
Montana,Teton,2185.0,1.0,16.0,7.0,114.0,20,26,22,43.0,41.0,100018.0,26367.0,79.561574425
Montana,Toole,3870.0,3.0,62.0,7.0,148.0,24,30,27,31.0,31.0,86118.0,22054.0,78.205349258
Montana,Valley,2137.0,6.0,81.0,10.0,135.0,21,34,31,47.0,28.0,95876.0,21115.0,78.202140294
Montana,Yellowstone,3336.0,157.0,98.0,570.0,353.0,19,28,23,50.0,55.0,114796.0,26868.0,78.224685363
Nebraska,Adams,3911.0,28.0,89.0,120.0,383.0,17,37,27,52.0,61.0,103278.0,24017.0,78.758041676
Nebraska,Antelope,3689.0,2.0,32.0,3.0,48.0,18,34,22,48.0,33.0,91523.0,24024.0,82.139857684
Nebraska,Boone,5304.0,8.0,153.0,2.0,39.0,17,36,28,56.0,32.0,105438.0,31534.0,81.285889128
Nebraska,Box Butte,2272.0,5.0,46.0,21.0,195.0,18,35,25,32.0,40.0,99041.0,26102.0,77.780106936
Nebraska,Brown,1449.0,3.0,101.0,1.0,34.0,20,41,27,34.0,13.0,89162.0,19514.0,78.710826504
Nebraska,Buffalo,3844.0,45.0,91.0,183.0,369.0,15,33,22,48.0,63.0,111656.0,24250.0,80.778678835
Nebraska,Burt,2368.0,3.0,46.0,1.0,15.0,19,37,34,53.0,20.0,101078.0,24134.0,77.976697762
Nebraska,Butler,2838.0,8.0,99.0,1.0,12.0,18,33,24,43.0,50.0,106143.0,27576.0,77.697109941
Nebraska,Cass,3545.0,8.0,31.0,9.0,34.0,17,43,26,44.0,54.0,127067.0,34364.0,80.396849208
Nebraska,Cedar,2761.0,1.0,12.0,1.0,12.0,16,38,24,43.0,43.0,102836.0,28028.0,79.968980075
Nebraska,Cherry,3892.0,3.0,52.0,1.0,18.0,19,30,32,46.0,12.0,91288.0,26592.0,79.529449011
Nebraska,Cheyenne,3344.0,5.0,54.0,10.0,112.0,16,33,23,30.0,40.0,95652.0,25132.0,79.634464825
Nebraska,Clay,3125.0,2.0,32.0,1.0,16.0,18,39,28,51.0,44.0,98154.0,24814.0,79.171057426
Nebraska,Cuming,3042.0,4.0,45.0,8.0,90.0,16,39,25,54.0,27.0,103361.0,27300.0,81.662379171
Nebraska,Custer,4831.0,8.0,74.0,10.0,93.0,18,37,27,47.0,46.0,95269.0,24412.0,81.080513613
Nebraska,Dakota,5084.0,2.0,10.0,47.0,235.0,17,38,33,48.0,45.0,104789.0,27512.0,79.105550898
Nebraska,Dawes,2329.0,7.0,80.0,20.0,233.0,16,29,21,36.0,41.0,87810.0,30041.0,79.680581512
Nebraska,Dawson,4154.0,12.0,51.0,27.0,114.0,18,34,25,43.0,36.0,102290.0,25645.0,79.765833431
Nebraska,Dixon,4264.0,2.0,35.0,1.0,18.0,17,35,32,44.0,43.0,95784.0,24976.0,80.342319903
Nebraska,Dodge,3570.0,24.0,65.0,55.0,150.0,19,35,29,51.0,64.0,96977.0,25351.0,77.728034922
Nebraska,Douglas,3225.0,630.0,111.0,2401.0,420.0,18,31,21,52.0,62.0,125025.0,27633.0,79.106269489
Nebraska,Fillmore,3533.0,4.0,72.0,14.0,256.0,17,36,26,52.0,36.0,110060.0,25050.0,79.810201744
Nebraska,Franklin,3386.0,2.0,66.0,2.0,67.0,18,36,31,38.0,22.0,84806.0,23258.0,77.351059854
Nebraska,Frontier,4373.0,1.0,38.0,1.0,38.0,17,39,30,38.0,44.0,94833.0,24402.0,85.469296194
Nebraska,Furnas,4747.0,3.0,64.0,1.0,21.0,18,37,29,45.0,26.0,93200.0,22517.0,78.227842293
Nebraska,Gage,1925.0,14.0,65.0,37.0,172.0,19,38,28,48.0,34.0,102070.0,24749.0,77.967310938
Nebraska,Garden,4714.0,0.0,0.0,1.0,54.0,17,25,28,31.0,20.0,79500.0,24865.0,78.203080143
Nebraska,Gosper,940.0,0.0,0.0,1.0,50.0,15,26,21,55.0,49.0,111485.0,29636.0,80.204380149
Nebraska,Hall,3365.0,38.0,62.0,219.0,357.0,16,37,28,51.0,57.0,103424.0,25058.0,78.206365422
Nebraska,Hamilton,2998.0,8.0,86.0,9.0,97.0,16,33,24,49.0,54.0,115554.0,32225.0,82.580246319
Nebraska,Holt,5608.0,9.0,88.0,20.0,199.0,17,34,28,43.0,12.0,98057.0,26645.0,80.024575661
Nebraska,Howard,3684.0,3.0,46.0,3.0,47.0,17,39,29,52.0,29.0,98850.0,26289.0,79.576835078
Nebraska,Jefferson,2158.0,5.0,70.0,4.0,57.0,19,36,29,39.0,20.0,78765.0,19013.0,78.689363626
Nebraska,Johnson,4034.0,2.0,39.0,1.0,20.0,19,34,31,47.0,15.0,100827.0,24454.0,76.858871643
Nebraska,Kearney,3606.0,3.0,46.0,4.0,62.0,17,36,21,49.0,40.0,106603.0,29506.0,79.590515795
Nebraska,Keith,4010.0,6.0,75.0,10.0,124.0,18,32,28,40.0,44.0,96476.0,19538.0,79.65751577
Nebraska,Knox,2399.0,4.0,48.0,7.0,84.0,17,34,29,47.0,41.0,93105.0,25529.0,80.67366646
Nebraska,Lancaster,3245.0,224.0,71.0,1223.0,383.0,16,30,17,50.0,62.0,114731.0,27068.0,80.187989181
Nebraska,Lincoln,6099.0,17.0,48.0,94.0,269.0,18,41,26,39.0,52.0,107307.0,25879.0,78.903464378
Nebraska,Madison,2725.0,22.0,62.0,189.0,538.0,17,33,26,42.0,51.0,98234.0,22510.0,78.254999913
Nebraska,Merrick,2799.0,2.0,26.0,2.0,26.0,18,42,31,48.0,35.0,101927.0,24557.0,78.956501101
Nebraska,Nemaha,3668.0,5.0,72.0,2.0,29.0,18,36,28,40.0,56.0,105524.0,23030.0,77.854024213
Nebraska,Nuckolls,2228.0,5.0,119.0,3.0,72.0,18,35,31,56.0,23.0,88236.0,20243.0,78.334041682
Nebraska,Otoe,2085.0,9.0,56.0,10.0,62.0,17,39,29,45.0,34.0,110728.0,27164.0,80.620662305
Nebraska,Pawnee,3910.0,2.0,76.0,1.0,38.0,19,35,27,51.0,8.0,88833.0,20523.0,77.645168896
Nebraska,Phelps,3225.0,9.0,100.0,15.0,166.0,16,38,26,47.0,51.0,104152.0,27004.0,80.302762736
Nebraska,Pierce,2487.0,4.0,56.0,1.0,14.0,17,32,28,41.0,38.0,108554.0,27052.0,80.211092189
Nebraska,Platte,2615.0,26.0,78.0,68.0,203.0,15,36,21,55.0,59.0,105159.0,28670.0,80.709775625
Nebraska,Polk,3853.0,3.0,57.0,1.0,19.0,17,35,29,53.0,60.0,109500.0,31533.0,80.890083011
Nebraska,Red Willow,5690.0,9.0,84.0,19.0,177.0,18,33,23,42.0,53.0,95467.0,21904.0,79.198496902
Nebraska,Richardson,5111.0,4.0,50.0,7.0,89.0,20,38,30,36.0,39.0,89460.0,21335.0,77.856898068
Nebraska,Saline,2440.0,7.0,49.0,14.0,98.0,18,37,30,48.0,28.0,93197.0,24224.0,78.443250006
Nebraska,Sarpy,3431.0,102.0,55.0,207.0,111.0,14,34,20,47.0,55.0,138499.0,39307.0,81.323114974
Nebraska,Saunders,3133.0,10.0,47.0,7.0,32.0,17,37,22,52.0,44.0,119947.0,32968.0,79.951583158
Nebraska,Scotts Bluff,3823.0,29.0,81.0,100.0,281.0,18,34,26,37.0,43.0,97395.0,22017.0,77.168171216
Nebraska,Seward,4026.0,9.0,52.0,27.0,156.0,16,34,23,43.0,20.0,118022.0,32111.0,79.419045698
Nebraska,Sheridan,4617.0,2.0,39.0,14.0,267.0,19,29,29,29.0,23.0,89729.0,20100.0,76.482537226
Nebraska,Thayer,4100.0,5.0,99.0,3.0,60.0,17,32,23,45.0,24.0,93844.0,25696.0,77.079464574
Nebraska,Thurston,5226.0,4.0,55.0,25.0,346.0,27,47,29,33.0,18.0,93417.0,19695.0,69.540530774
Nebraska,Valley,2021.0,6.0,143.0,7.0,168.0,18,32,24,39.0,45.0,92917.0,21311.0,81.375577104
Nebraska,Washington,1799.0,10.0,48.0,11.0,53.0,15,33,22,54.0,46.0,128687.0,35244.0,80.860568735
Nebraska,Wayne,1633.0,5.0,53.0,8.0,85.0,16,37,21,50.0,50.0,103696.0,20051.0,84.308943212
Nebraska,Webster,3071.0,2.0,57.0,2.0,57.0,18,34,31,47.0,27.0,98237.0,21160.0,76.573812459
Nebraska,York,4011.0,11.0,80.0,18.0,132.0,16,40,26,47.0,49.0,108455.0,25403.0,79.672829397
Nevada,Churchill,3667.0,13.0,53.0,57.0,229.0,20,32,28,33.0,36.0,103620.0,26256.0,75.404820542
Nevada,Clark,4739.0,1270.0,57.0,4662.0,206.0,18,27,23,31.0,36.0,113238.0,26043.0,78.962419557
Nevada,Douglas,2639.0,28.0,58.0,64.0,131.0,17,26,20,46.0,48.0,119638.0,32343.0,80.709248556
Nevada,Elko,3194.0,20.0,38.0,40.0,76.0,22,28,24,29.0,35.0,133581.0,35618.0,79.383226954
Nevada,Humboldt,4040.0,8.0,48.0,17.0,101.0,21,32,18,21.0,16.0,125023.0,28872.0,78.221747932
Nevada,Lander,2194.0,1.0,18.0,3.0,54.0,22,30,20,17.0,16.0,125019.0,24220.0,77.255080452
Nevada,Lincoln,6222.0,2.0,38.0,2.0,39.0,21,28,30,21.0,34.0,92537.0,27187.0,83.077030715
Nevada,Lyon,3464.0,9.0,16.0,84.0,146.0,21,33,23,35.0,38.0,102821.0,26211.0,76.967582471
Nevada,Mineral,5138.0,3.0,66.0,4.0,89.0,24,38,31,19.0,22.0,75574.0,15641.0,73.383684225
Nevada,Nye,4161.0,15.0,33.0,81.0,174.0,24,33,27,28.0,31.0,85366.0,20492.0,74.237498799
Nevada,Pershing,4436.0,1.0,15.0,5.0,74.0,21,39,28,22.0,24.0,90647.0,20955.0,78.725113495
Nevada,Washoe,3275.0,353.0,76.0,1541.0,327.0,17,24,18,41.0,47.0,124277.0,29605.0,78.698484684
Nevada,White Pine,2443.0,7.0,74.0,33.0,344.0,21,31,24,25.0,33.0,103988.0,24186.0,79.482129242
Nevada,Carson City,4009.0,41.0,74.0,152.0,272.0,20,31,20,41.0,47.0,106594.0,25108.0,74.96081009
New Hampshire,Belknap,3226.0,38.0,62.0,343.0,560.0,17,28,21,49.0,52.0,127453.0,30360.0,77.64552308
New Hampshire,Carroll,3262.0,44.0,90.0,119.0,243.0,17,28,23,47.0,49.0,113611.0,27935.0,79.602273399
New Hampshire,Cheshire,2940.0,52.0,68.0,255.0,335.0,17,32,21,45.0,51.0,118610.0,27957.0,79.029461691
New Hampshire,Coos,3605.0,37.0,117.0,63.0,200.0,20,37,26,42.0,41.0,92485.0,22016.0,77.339528096
New Hampshire,Grafton,3338.0,186.0,207.0,417.0,464.0,16,25,19,46.0,42.0,125292.0,26961.0,80.694028951
New Hampshire,Hillsborough,4364.0,359.0,86.0,1334.0,320.0,16,29,22,51.0,55.0,151632.0,35108.0,79.629408947
New Hampshire,Merrimack,3714.0,165.0,109.0,643.0,425.0,17,28,20,54.0,55.0,136733.0,32920.0,79.72834947
New Hampshire,Rockingham,3843.0,237.0,77.0,775.0,250.0,14,27,18,52.0,54.0,170552.0,43163.0,80.890147924
New Hampshire,Strafford,4642.0,82.0,63.0,349.0,267.0,17,32,23,42.0,53.0,131479.0,31441.0,78.03582106
New Hampshire,Sullivan,3448.0,33.0,76.0,77.0,178.0,18,33,26,51.0,42.0,112932.0,26472.0,79.839783999
New Jersey,Atlantic,5384.0,220.0,83.0,455.0,173.0,18,33,32,41.0,50.0,126224.0,25126.0,77.305317238
New Jersey,Bergen,3004.0,1106.0,118.0,2413.0,259.0,13,22,24,43.0,54.0,197877.0,39662.0,83.1845127
New Jersey,Burlington,5224.0,378.0,85.0,3475.0,780.0,16,30,25,42.0,55.0,160782.0,40540.0,79.55394664
New Jersey,Camden,5694.0,522.0,103.0,1653.0,326.0,18,33,29,39.0,54.0,139055.0,26027.0,77.206885373
New Jersey,Cape May,4116.0,56.0,61.0,101.0,110.0,18,28,28,47.0,53.0,132516.0,28980.0,77.051714239
New Jersey,Cumberland,6862.0,63.0,42.0,154.0,103.0,23,37,32,38.0,49.0,108250.0,21035.0,75.257928218
New Jersey,Essex,5248.0,677.0,85.0,1788.0,224.0,16,29,29,40.0,46.0,148474.0,21276.0,79.771004593
New Jersey,Gloucester,5316.0,158.0,54.0,366.0,125.0,17,33,29,40.0,52.0,157259.0,36446.0,77.61744744
New Jersey,Hudson,5687.0,357.0,53.0,465.0,69.0,15,24,29,34.0,40.0,154747.0,25615.0,82.558596188
New Jersey,Hunterdon,3747.0,152.0,122.0,311.0,250.0,13,22,18,43.0,55.0,216682.0,52272.0,83.547100726
New Jersey,Mercer,4344.0,370.0,100.0,1247.0,339.0,15,28,26,42.0,53.0,168027.0,30282.0,80.578345466
New Jersey,Middlesex,3937.0,777.0,94.0,1593.0,193.0,13,26,26,40.0,53.0,166782.0,37247.0,81.675639435
New Jersey,Monmouth,4233.0,741.0,119.0,1748.0,282.0,15,28,24,44.0,54.0,194117.0,37915.0,80.554063328
New Jersey,Morris,2860.0,513.0,104.0,1392.0,283.0,12,22,21,44.0,58.0,220773.0,49864.0,82.621873194
